Generated by,Model,QE1,QE2,QE3,QE4,QE5,Prompt
GPT,Human,y,10,10,10,y,None
Tool,Human,y,10,7,7,y,None
Tool,llama3.1:8b,1,9,8,9,1,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
researcher->System:link research_publication institutional_repository dmp_record 
researcher->research_output:generate reports project 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,mistral,Y,8 ,7 ,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
researcher->System:link research_publication institutional_repository dmp_record 
researcher->research_output:generate reports project 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-4o-mini,Y,9,8,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Researcher
database InstitutionalRepository
database CRIS 
participant DMP System
participant ReportGenerator

Researcher -> DMPSystem: Link DMP record with research project
DMPSystem --> Researcher: Confirmation of link

Researcher -> InstitutionalRepository: Link publication with DMP record
InstitutionalRepository --> Researcher: Confirmation of link

Researcher -> CRIS: Link publication with DMP record
CRIS --> Researcher: Confirmation of link

Researcher -> ReportGenerator: Generate research output report for a project
ReportGenerator --> DMPSystem: Retrieve linked DMP records
DMPSystem --> ReportGenerator: Provide linked DMP records
ReportGenerator --> InstitutionalRepository: Retrieve linked publications
InstitutionalRepository --> ReportGenerator: Provide linked publications
ReportGenerator --> CRIS: Retrieve linked publications
CRIS --> ReportGenerator: Provide linked publications
ReportGenerator --> Researcher: Generate and present research output report

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-5,Y,9,8,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Researcher
database InstitutionalRepository
database CRIS 
participant DMP System
participant ReportGenerator

Researcher -> DMPSystem: Link DMP record with research project
DMPSystem --> Researcher: Confirmation of link

Researcher -> InstitutionalRepository: Link publication with DMP record
InstitutionalRepository --> Researcher: Confirmation of link

Researcher -> CRIS: Link publication with DMP record
CRIS --> Researcher: Confirmation of link

Researcher -> ReportGenerator: Generate research output report for a project
ReportGenerator --> DMPSystem: Retrieve linked DMP records
DMPSystem --> ReportGenerator: Provide linked DMP records
ReportGenerator --> InstitutionalRepository: Retrieve linked publications
InstitutionalRepository --> ReportGenerator: Provide linked publications
ReportGenerator --> CRIS: Retrieve linked publications
CRIS --> ReportGenerator: Provide linked publications
ReportGenerator --> Researcher: Generate and present research output report

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,llama3.1:8b,Y,8,9,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
researcher->System:link research_publication institutional_repository dmp_record 
researcher->research_output:generate reports project 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,mistral,Y,7 ,6 ,1 ,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
researcher->System:link research_publication institutional_repository dmp_record 
researcher->research_output:generate reports project 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-4o-mini,Y,9,9,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Researcher
database InstitutionalRepository
database CRIS 
participant DMP System
participant ReportGenerator

Researcher -> DMPSystem: Link DMP record with research project
DMPSystem --> Researcher: Confirmation of link

Researcher -> InstitutionalRepository: Link publication with DMP record
InstitutionalRepository --> Researcher: Confirmation of link

Researcher -> CRIS: Link publication with DMP record
CRIS --> Researcher: Confirmation of link

Researcher -> ReportGenerator: Generate research output report for a project
ReportGenerator --> DMPSystem: Retrieve linked DMP records
DMPSystem --> ReportGenerator: Provide linked DMP records
ReportGenerator --> InstitutionalRepository: Retrieve linked publications
InstitutionalRepository --> ReportGenerator: Provide linked publications
ReportGenerator --> CRIS: Retrieve linked publications
CRIS --> ReportGenerator: Provide linked publications
ReportGenerator --> Researcher: Generate and present research output report

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-5,Y,9,8,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Researcher
database InstitutionalRepository
database CRIS 
participant DMP System
participant ReportGenerator

Researcher -> DMPSystem: Link DMP record with research project
DMPSystem --> Researcher: Confirmation of link

Researcher -> InstitutionalRepository: Link publication with DMP record
InstitutionalRepository --> Researcher: Confirmation of link

Researcher -> CRIS: Link publication with DMP record
CRIS --> Researcher: Confirmation of link

Researcher -> ReportGenerator: Generate research output report for a project
ReportGenerator --> DMPSystem: Retrieve linked DMP records
DMPSystem --> ReportGenerator: Provide linked DMP records
ReportGenerator --> InstitutionalRepository: Retrieve linked publications
InstitutionalRepository --> ReportGenerator: Provide linked publications
ReportGenerator --> CRIS: Retrieve linked publications
CRIS --> ReportGenerator: Provide linked publications
ReportGenerator --> Researcher: Generate and present research output report

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
