Generated by,Model,QE1,QE2,QE3,QE4,QE5,Prompt
GPT,Human,y,7,8,7,n,
Tool,Human,y,9,8,7,y,
Tool,llama3.1:8b,Y,8,7,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
plan_review_staff_member->System:plans 
plan_review_staff_member->System:review them compliance plans condition_clearance applicant 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,mistral,N,1,1,1,1,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
plan_review_staff_member->System:plans 
plan_review_staff_member->System:review them compliance plans condition_clearance applicant 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-4o-mini,Y,9,8,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor PlanReviewStaff
actor System
actor Applicant

PlanReviewStaff -> System: Log In
System -> System: Authenticate Plan Review Staff
System -> PlanReviewStaff: Provide Access

activate PlanReviewStaff

PlanReviewStaff -> System: Retrieve Plans for Review
System -> System: Fetch Plan Details
System -> PlanReviewStaff: Display Plan Details

loop until review complete
    PlanReviewStaff -> System: Review Plan Compliance
    System -> PlanReviewStaff: Provide Review Feedback

    alt Approval
        PlanReviewStaff -> System: Approve Plan
        System -> System: Record Approval
    else Denial
        PlanReviewStaff -> System: Deny Plan
        System -> System: Record Denial
        PlanReviewStaff -> Applicant: Notify Conditions, Clearances, or Corrections Needed
    end

end

deactivate PlanReviewStaff

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-5,Y,9,9,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor PlanReviewStaff
actor System
actor Applicant

PlanReviewStaff -> System: Log In
System -> System: Authenticate Plan Review Staff
System -> PlanReviewStaff: Provide Access

activate PlanReviewStaff

PlanReviewStaff -> System: Retrieve Plans for Review
System -> System: Fetch Plan Details
System -> PlanReviewStaff: Display Plan Details

loop until review complete
    PlanReviewStaff -> System: Review Plan Compliance
    System -> PlanReviewStaff: Provide Review Feedback

    alt Approval
        PlanReviewStaff -> System: Approve Plan
        System -> System: Record Approval
    else Denial
        PlanReviewStaff -> System: Deny Plan
        System -> System: Record Denial
        PlanReviewStaff -> Applicant: Notify Conditions, Clearances, or Corrections Needed
    end

end

deactivate PlanReviewStaff

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,llama3.1:8b,1,8,6,9,1,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
plan_review_staff_member->System:plans 
plan_review_staff_member->System:review them compliance plans condition_clearance applicant 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,mistral,N,1,1,1,N,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
plan_review_staff_member->System:plans 
plan_review_staff_member->System:review them compliance plans condition_clearance applicant 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-4o-mini,Y,9,8,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor PlanReviewStaff
actor System
actor Applicant

PlanReviewStaff -> System: Log In
System -> System: Authenticate Plan Review Staff
System -> PlanReviewStaff: Provide Access

activate PlanReviewStaff

PlanReviewStaff -> System: Retrieve Plans for Review
System -> System: Fetch Plan Details
System -> PlanReviewStaff: Display Plan Details

loop until review complete
    PlanReviewStaff -> System: Review Plan Compliance
    System -> PlanReviewStaff: Provide Review Feedback

    alt Approval
        PlanReviewStaff -> System: Approve Plan
        System -> System: Record Approval
    else Denial
        PlanReviewStaff -> System: Deny Plan
        System -> System: Record Denial
        PlanReviewStaff -> Applicant: Notify Conditions, Clearances, or Corrections Needed
    end

end

deactivate PlanReviewStaff

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-5,Y,9,9,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor PlanReviewStaff
actor System
actor Applicant

PlanReviewStaff -> System: Log In
System -> System: Authenticate Plan Review Staff
System -> PlanReviewStaff: Provide Access

activate PlanReviewStaff

PlanReviewStaff -> System: Retrieve Plans for Review
System -> System: Fetch Plan Details
System -> PlanReviewStaff: Display Plan Details

loop until review complete
    PlanReviewStaff -> System: Review Plan Compliance
    System -> PlanReviewStaff: Provide Review Feedback

    alt Approval
        PlanReviewStaff -> System: Approve Plan
        System -> System: Record Approval
    else Denial
        PlanReviewStaff -> System: Deny Plan
        System -> System: Record Denial
        PlanReviewStaff -> Applicant: Notify Conditions, Clearances, or Corrections Needed
    end

end

deactivate PlanReviewStaff

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
