Generated by,Model,QE1,QE2,QE3,QE4,QE5,Prompt
GPT,Human,y,10,10,10,y,None
Tool,Human,n,5,7,7,y,None
Tool,llama3.1:8b,N,1,1,1,N,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a customer, I want to be able to pay the bill partially

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
customer->System:able bill 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,mistral,1,N/,N/,N/,1,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a customer, I want to be able to pay the bill partially

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
customer->System:able bill 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-4o-mini,Y,9,9,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a customer, I want to be able to pay the bill partially

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Customer
actor System
database BillingSystem

Customer -> System: Initiate Partial Payment
System -> BillingSystem: Retrieve Bill Details
BillingSystem --> System: Return Bill Details
System -> Customer: Display Bill Details

activate Customer

Customer -> System: Enter Partial Payment Amount
System -> BillingSystem: Process Partial Payment
BillingSystem --> System: Confirmation
System -> Customer: Display Payment Confirmation

deactivate Customer

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-5,Y,9,9,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a customer, I want to be able to pay the bill partially

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Customer
actor System
database BillingSystem

Customer -> System: Initiate Partial Payment
System -> BillingSystem: Retrieve Bill Details
BillingSystem --> System: Return Bill Details
System -> Customer: Display Bill Details

activate Customer

Customer -> System: Enter Partial Payment Amount
System -> BillingSystem: Process Partial Payment
BillingSystem --> System: Confirmation
System -> Customer: Display Payment Confirmation

deactivate Customer

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,llama3.1:8b,N,10,9,8,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a customer, I want to be able to pay the bill partially

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
customer->System:able bill 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,mistral,1,NA,NA,NA,1,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a customer, I want to be able to pay the bill partially

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
customer->System:able bill 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-4o-mini,Y,9,9,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a customer, I want to be able to pay the bill partially

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Customer
actor System
database BillingSystem

Customer -> System: Initiate Partial Payment
System -> BillingSystem: Retrieve Bill Details
BillingSystem --> System: Return Bill Details
System -> Customer: Display Bill Details

activate Customer

Customer -> System: Enter Partial Payment Amount
System -> BillingSystem: Process Partial Payment
BillingSystem --> System: Confirmation
System -> Customer: Display Payment Confirmation

deactivate Customer

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-5,Y,9,9,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a customer, I want to be able to pay the bill partially

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Customer
actor System
database BillingSystem

Customer -> System: Initiate Partial Payment
System -> BillingSystem: Retrieve Bill Details
BillingSystem --> System: Return Bill Details
System -> Customer: Display Bill Details

activate Customer

Customer -> System: Enter Partial Payment Amount
System -> BillingSystem: Process Partial Payment
BillingSystem --> System: Confirmation
System -> Customer: Display Payment Confirmation

deactivate Customer

@enduml


            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
