Generated by,Model,QE1,QE2,QE3,QE4,QE5,Prompt
GPT,Human,y,10,10,10,y,
Tool,Human,y,10,10,10,y,
Tool,llama3.1:8b,Y,8,9,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a staff, I want to add books with unique id.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
staff->System:add books unique_id 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,mistral,Y,9,7,1,1,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a staff, I want to add books with unique id.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
staff->System:add books unique_id 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-4o-mini,Y,9,9,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a staff, I want to add books with unique id.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Staff
database LibraryDatabase
participant BookCatalog

Staff -> BookCatalog: Request to add a book with unique ID
BookCatalog --> Staff: Prompt for book details

activate Staff

Staff -> BookCatalog: Provide book details (title, author, etc.)
BookCatalog --> LibraryDatabase: Check for existing books with the same ID

activate LibraryDatabase

LibraryDatabase --> BookCatalog: No existing book with the same ID found
BookCatalog --> LibraryDatabase: Add new book with unique ID

deactivate LibraryDatabase

LibraryDatabase --> BookCatalog: Confirmation of successful book addition
BookCatalog --> Staff: Confirmation message

deactivate Staff
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-5,Y,9,9,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a staff, I want to add books with unique id.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Staff
database LibraryDatabase
participant BookCatalog

Staff -> BookCatalog: Request to add a book with unique ID
BookCatalog --> Staff: Prompt for book details

activate Staff

Staff -> BookCatalog: Provide book details (title, author, etc.)
BookCatalog --> LibraryDatabase: Check for existing books with the same ID

activate LibraryDatabase

LibraryDatabase --> BookCatalog: No existing book with the same ID found
BookCatalog --> LibraryDatabase: Add new book with unique ID

deactivate LibraryDatabase

LibraryDatabase --> BookCatalog: Confirmation of successful book addition
BookCatalog --> Staff: Confirmation message

deactivate Staff
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,llama3.1:8b,Y,9,8,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a staff, I want to add books with unique id.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
staff->System:add books unique_id 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,mistral,Y,7,8,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a staff, I want to add books with unique id.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
staff->System:add books unique_id 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-4o-mini,Y,9,9,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a staff, I want to add books with unique id.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Staff
database LibraryDatabase
participant BookCatalog

Staff -> BookCatalog: Request to add a book with unique ID
BookCatalog --> Staff: Prompt for book details

activate Staff

Staff -> BookCatalog: Provide book details (title, author, etc.)
BookCatalog --> LibraryDatabase: Check for existing books with the same ID

activate LibraryDatabase

LibraryDatabase --> BookCatalog: No existing book with the same ID found
BookCatalog --> LibraryDatabase: Add new book with unique ID

deactivate LibraryDatabase

LibraryDatabase --> BookCatalog: Confirmation of successful book addition
BookCatalog --> Staff: Confirmation message

deactivate Staff
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-5,Y,9,8,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a staff, I want to add books with unique id.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Staff
database LibraryDatabase
participant BookCatalog

Staff -> BookCatalog: Request to add a book with unique ID
BookCatalog --> Staff: Prompt for book details

activate Staff

Staff -> BookCatalog: Provide book details (title, author, etc.)
BookCatalog --> LibraryDatabase: Check for existing books with the same ID

activate LibraryDatabase

LibraryDatabase --> BookCatalog: No existing book with the same ID found
BookCatalog --> LibraryDatabase: Add new book with unique ID

deactivate LibraryDatabase

LibraryDatabase --> BookCatalog: Confirmation of successful book addition
BookCatalog --> Staff: Confirmation message

deactivate Staff
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
