Generated by,Model,QE1,QE2,QE3,QE4,QE5,Prompt
GPT,Human,y,10,10,10,y,
Tool,Human,y,10,8,10,y,
Tool,llama3.1:8b,1,8,9,6,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
user->System:take picture image 
user->System:recommended videos picture 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,mistral,1,1,1,1,1,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
user->System:take picture image 
user->System:recommended videos picture 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-4o-mini,Y,9,9,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor User
participant App
database ImageDatabase
participant RecommendationEngine
participant VideoProvider

User -> App: Open the application
App --> User: Display home screen

User -> App: Choose 'Take Picture' or 'Upload Image'
App --> User: Open camera or file picker

User -> App: Capture or select an image
App --> ImageDatabase: Store image

activate ImageDatabase

ImageDatabase --> App: Image stored successfully

deactivate ImageDatabase

App -> RecommendationEngine: Request video recommendations for the image
RecommendationEngine --> ImageDatabase: Retrieve image information

activate ImageDatabase

ImageDatabase --> RecommendationEngine: Image details

deactivate ImageDatabase

RecommendationEngine -> VideoProvider: Get recommended videos
VideoProvider --> RecommendationEngine: List of recommended videos

activate VideoProvider

RecommendationEngine --> App: Display recommended videos

deactivate VideoProvider

App --> User: Show recommended videos

@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-5,Y,9,9,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor User
participant App
database ImageDatabase
participant RecommendationEngine
participant VideoProvider

User -> App: Open the application
App --> User: Display home screen

User -> App: Choose 'Take Picture' or 'Upload Image'
App --> User: Open camera or file picker

User -> App: Capture or select an image
App --> ImageDatabase: Store image

activate ImageDatabase

ImageDatabase --> App: Image stored successfully

deactivate ImageDatabase

App -> RecommendationEngine: Request video recommendations for the image
RecommendationEngine --> ImageDatabase: Retrieve image information

activate ImageDatabase

ImageDatabase --> RecommendationEngine: Image details

deactivate ImageDatabase

RecommendationEngine -> VideoProvider: Get recommended videos
VideoProvider --> RecommendationEngine: List of recommended videos

activate VideoProvider

RecommendationEngine --> App: Display recommended videos

deactivate VideoProvider

App --> User: Show recommended videos

@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,llama3.1:8b,Y,8,9,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
user->System:take picture image 
user->System:recommended videos picture 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,mistral,1,3,4,5 ,1,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
user->System:take picture image 
user->System:recommended videos picture 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-4o-mini,Y,9,9,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor User
participant App
database ImageDatabase
participant RecommendationEngine
participant VideoProvider

User -> App: Open the application
App --> User: Display home screen

User -> App: Choose 'Take Picture' or 'Upload Image'
App --> User: Open camera or file picker

User -> App: Capture or select an image
App --> ImageDatabase: Store image

activate ImageDatabase

ImageDatabase --> App: Image stored successfully

deactivate ImageDatabase

App -> RecommendationEngine: Request video recommendations for the image
RecommendationEngine --> ImageDatabase: Retrieve image information

activate ImageDatabase

ImageDatabase --> RecommendationEngine: Image details

deactivate ImageDatabase

RecommendationEngine -> VideoProvider: Get recommended videos
VideoProvider --> RecommendationEngine: List of recommended videos

activate VideoProvider

RecommendationEngine --> App: Display recommended videos

deactivate VideoProvider

App --> User: Show recommended videos

@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-5,Y,9,9,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor User
participant App
database ImageDatabase
participant RecommendationEngine
participant VideoProvider

User -> App: Open the application
App --> User: Display home screen

User -> App: Choose 'Take Picture' or 'Upload Image'
App --> User: Open camera or file picker

User -> App: Capture or select an image
App --> ImageDatabase: Store image

activate ImageDatabase

ImageDatabase --> App: Image stored successfully

deactivate ImageDatabase

App -> RecommendationEngine: Request video recommendations for the image
RecommendationEngine --> ImageDatabase: Retrieve image information

activate ImageDatabase

ImageDatabase --> RecommendationEngine: Image details

deactivate ImageDatabase

RecommendationEngine -> VideoProvider: Get recommended videos
VideoProvider --> RecommendationEngine: List of recommended videos

activate VideoProvider

RecommendationEngine --> App: Display recommended videos

deactivate VideoProvider

App --> User: Show recommended videos

@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
