Generated by,Model,QE1,QE2,QE3,QE4,QE5,Prompt
GPT,Human,y,10,10,10,y,
Tool,Human,y,10,1,1,n,
Tool,llama3.1:8b,N,5,6,1 ,N,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
restaurant_manager->System:create tasks workers labor_management_efficiency 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,mistral,Y,8,7,1,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
restaurant_manager->System:create tasks workers labor_management_efficiency 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-4o-mini,Y,9,9,10,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Manager
participant TaskManager
participant Worker

Manager -> TaskManager: Create task for workers
TaskManager --> Manager: Task created successfully

activate Manager

Manager -> TaskManager: Monitor task status
TaskManager --> Manager: Display task status

deactivate Manager

activate TaskManager

TaskManager -> Worker: Assign task to worker
Worker --> TaskManager: Acknowledge task assignment
TaskManager --> Manager: Notify task assignment

deactivate TaskManager

@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
Tool,gpt-5,Y,8,8,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Manager
participant TaskManager
participant Worker

Manager -> TaskManager: Create task for workers
TaskManager --> Manager: Task created successfully

activate Manager

Manager -> TaskManager: Monitor task status
TaskManager --> Manager: Display task status

deactivate Manager

activate TaskManager

TaskManager -> Worker: Assign task to worker
Worker --> TaskManager: Acknowledge task assignment
TaskManager --> Manager: Notify task assignment

deactivate TaskManager

@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,llama3.1:8b,1,8,7,9,1,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
restaurant_manager->System:create tasks workers labor_management_efficiency 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,mistral,Y,7,6,1 ,1,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml 
restaurant_manager->System:create tasks workers labor_management_efficiency 
@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-4o-mini,Y,8,8,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Manager
participant TaskManager
participant Worker

Manager -> TaskManager: Create task for workers
TaskManager --> Manager: Task created successfully

activate Manager

Manager -> TaskManager: Monitor task status
TaskManager --> Manager: Display task status

deactivate Manager

activate TaskManager

TaskManager -> Worker: Assign task to worker
Worker --> TaskManager: Acknowledge task assignment
TaskManager --> Manager: Notify task assignment

deactivate TaskManager

@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
GPT,gpt-5,Y,8,8,9,Y,"
            You are an assistant that evaluates a PlantUML sequence diagram based on a given user story.

            USER STORY:
            As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.

            SEQUENCE DIAGRAM (PlantUML):
            @startuml
actor Manager
participant TaskManager
participant Worker

Manager -> TaskManager: Create task for workers
TaskManager --> Manager: Task created successfully

activate Manager

Manager -> TaskManager: Monitor task status
TaskManager --> Manager: Display task status

deactivate Manager

activate TaskManager

TaskManager -> Worker: Assign task to worker
Worker --> TaskManager: Acknowledge task assignment
TaskManager --> Manager: Notify task assignment

deactivate TaskManager

@enduml

            Evaluate how well the sequence diagram represents the user story using the following criteria:

            QE1: Is the generated Sequence Diagram (SD) relevant to the given User Story (US)? (Yes/No)
            QE2: Rate the accuracy of object representation and interactions between them (1–10).
            QE3: Rate the accuracy of message and interaction representation (1–10).
            QE4: Rate the accuracy of the message sequence order (1–10).
            QE5: Do you think this tool will save time for Software Engineers when modeling SDs for this user story? (Yes/No)

            Final output format (exactly this format) - state only a number for each of the questions, if there is no possibility to answer, answer with 1:
            QE1: ...
            QE2: ...
            QE3: ...
            QE4: ...
            QE5: ...
        "
